timestamp,zone_id,worker_name,risk_label,temperature,gas_level,vibration,pressure,noise_level,anomaly_score,is_anomaly
2026-07-02 15:13:14.664903,Furnace Area,Amit Kumar,Critical,48.79,53.52,9.23,5.36,90.94,0.010132762111111138,False
2026-06-25 19:48:14.664903,Furnace Area,Fatima Khan,Medium,66.39,15.21,6.21,5.39,85.73,0.010205356490053497,False
2026-06-24 01:38:14.664903,Furnace Area,Fatima Khan,Low,50.69,24.84,5.31,7.28,99.14,0.010300056618389286,False
2026-07-07 17:03:14.664903,Chemical Storage,Anjali Das,High,41.8,76.05,0.52,4.54,67.07,0.010383916957919626,False
2026-06-24 21:48:14.664903,Zone-B,Rohit Gupta,High,27.22,43.7,7.73,6.7,95.06,0.010498580897950638,False
2026-06-24 20:48:14.664903,Furnace Area,Karan Singh,High,49.97,28.72,9.58,5.36,87.6,0.010601752174252854,False
2026-06-24 22:58:14.664903,Furnace Area,Karan Singh,Critical,54.15,23.44,5.01,7.13,99.18,0.010630539438583275,False
2026-07-01 10:48:14.664903,Furnace Area,Rohit Gupta,Low,52.42,18.79,5.47,4.85,100.78,0.010646423022139362,False
2026-06-22 00:38:14.664903,Furnace Area,Anjali Das,Medium,50.31,30.32,10.21,5.86,90.73,0.010647713843133233,False
2026-06-26 16:28:14.664903,Assembly Point,Fatima Khan,Low,21.94,7.61,4.43,4.11,78.42,0.01068332682348705,False
2026-07-04 05:23:14.664903,Furnace Area,Rahul Sharma,Medium,55.47,16.31,4.74,7.71,93.21,0.010780001465777844,False
2026-07-06 03:33:14.664903,Furnace Area,Priya Reddy,Critical,48.43,29.29,7.36,4.71,98.8,0.010809556702432221,False
2026-06-22 05:33:14.664903,Furnace Area,Arjun Nair,Medium,60.82,18.57,3.84,6.3,93.05,0.010839794662705349,False
2026-07-06 05:48:14.664903,Assembly Point,Neha Verma,Low,25.73,5.0,3.76,2.82,74.89,0.010929407211730302,False
2026-07-04 10:28:14.664903,Zone-C,Priya Reddy,Medium,26.72,39.1,7.8,7.31,80.33,0.01094893028890176,False
2026-06-25 16:33:14.664903,Assembly Point,Vikram Rao,Low,31.4,37.21,0.5,2.7,61.13,0.011036197746538412,False
2026-07-07 12:48:14.664903,Chemical Storage,Anjali Das,Medium,65.98,67.27,2.93,5.67,71.78,0.011336667948121493,False
2026-06-21 17:53:14.664903,Chemical Storage,Rahul Sharma,Medium,64.18,51.23,3.02,6.54,90.04,0.011444682499384351,False
2026-06-28 06:08:14.664903,Furnace Area,Meera Joshi,Critical,45.89,46.43,7.06,6.61,100.8,0.011507960086693192,False
2026-07-03 14:08:14.664903,Assembly Point,Meera Joshi,Low,27.96,5.27,1.01,3.26,61.97,0.011556038514886069,False
2026-06-27 23:43:14.664903,Furnace Area,Arjun Nair,Medium,51.8,21.29,6.3,5.28,100.82,0.01179413242750782,False
2026-06-21 20:08:14.664903,Assembly Point,Fatima Khan,Low,33.02,54.62,0.5,3.82,56.75,0.011887987926560761,False
2026-06-29 03:48:14.664903,Furnace Area,Sneha Patel,Low,52.34,10.62,5.62,6.72,67.46,0.011991887605124929,False
2026-07-05 11:18:14.664903,Zone-C,Karan Singh,Medium,29.9,37.53,6.65,8.96,75.9,0.01211131244285868,False
2026-06-26 13:08:14.664903,Furnace Area,Sneha Patel,Medium,43.07,24.1,9.31,6.51,89.83,0.012235706953728998,False
2026-06-27 11:23:14.664903,Assembly Point,Rohit Gupta,Low,28.57,40.85,0.5,2.16,75.7,0.012351105253761485,False
2026-07-04 09:23:14.664903,Furnace Area,Rahul Sharma,Medium,40.63,24.51,7.56,8.41,80.72,0.012368251471810532,False
2026-07-06 20:48:14.664903,Zone-A,Karan Singh,Critical,33.33,66.16,7.85,4.75,94.04,0.012554641209955308,False
2026-06-22 13:58:14.664903,Furnace Area,Anjali Das,Medium,66.49,34.19,6.67,6.52,80.27,0.013106643748969304,False
2026-07-06 09:33:14.664903,Furnace Area,Meera Joshi,Critical,54.82,24.15,5.72,6.15,100.91,0.013149772588280428,False
2026-06-27 21:43:14.664903,Zone-A,Priya Reddy,Medium,58.5,34.69,5.2,6.82,64.34,0.013201106245295025,False
2026-06-25 17:13:14.664903,Chemical Storage,Anjali Das,Critical,45.33,92.5,4.39,5.18,68.83,0.01332709806325394,False
2026-07-04 17:23:14.664903,Chemical Storage,Priya Reddy,High,29.1,81.31,0.5,4.55,76.75,0.013443768650615473,False
2026-07-08 02:58:14.664903,Furnace Area,Meera Joshi,Critical,51.26,47.43,5.98,8.03,91.19,0.013459311528751794,False
2026-07-01 04:23:14.664903,Chemical Storage,Fatima Khan,Medium,55.95,45.58,0.89,4.23,73.13,0.01354023439699692,False
2026-06-30 12:08:14.664903,Assembly Point,Karan Singh,Low,28.31,38.18,1.35,5.57,52.82,0.013557951002265534,False
2026-06-26 07:43:14.664903,Assembly Point,Rohit Gupta,Low,34.74,37.93,1.74,3.31,51.15,0.013624271659864684,False
2026-06-24 19:08:14.664903,Furnace Area,Amit Kumar,High,53.73,48.67,6.39,8.04,81.02,0.01362533399647381,False
2026-06-24 21:43:14.664903,Assembly Point,Fatima Khan,Low,31.74,5.0,4.52,3.04,57.88,0.013735220225896794,False
2026-07-03 18:53:14.664903,Chemical Storage,Fatima Khan,High,36.9,114.78,4.11,6.95,77.55,0.013867285366338411,False
2026-07-05 17:58:14.664903,Chemical Storage,Rahul Sharma,High,30.5,83.8,2.32,7.65,76.18,0.013877496721964477,False
2026-06-27 06:03:14.664903,Zone-A,Meera Joshi,High,50.85,91.6,5.99,5.22,83.28,0.013963205277753077,False
2026-06-25 18:33:14.664903,Furnace Area,Sneha Patel,Medium,67.91,22.01,3.25,5.55,90.85,0.014107640078251604,False
2026-06-26 18:13:14.664903,Assembly Point,Rohit Gupta,Low,30.4,5.0,2.08,2.39,65.71,0.014552817476950364,False
2026-07-04 19:48:14.664903,Zone-B,Neha Verma,Critical,27.38,16.94,6.71,4.51,95.32,0.014563942156423204,False
2026-06-24 17:33:14.664903,Chemical Storage,Sneha Patel,High,49.02,82.05,2.24,3.82,79.28,0.014665234040848518,False
2026-06-29 09:23:14.664903,Chemical Storage,Amit Kumar,Critical,45.16,84.89,2.91,5.39,96.86,0.014735749289606415,False
2026-07-06 14:33:14.664903,Assembly Point,Anjali Das,Low,27.05,16.46,0.56,2.65,73.92,0.014792519112465263,False
2026-06-23 02:03:14.664903,Zone-B,Priya Reddy,Low,20.87,38.87,2.4,5.9,64.04,0.0149025372210847,False
2026-06-23 01:28:14.664903,Furnace Area,Rahul Sharma,Medium,57.19,5.0,5.97,5.91,84.4,0.014903209061506772,False
2026-06-23 10:28:14.664903,Assembly Point,Priya Reddy,Low,29.04,7.79,0.5,3.13,69.51,0.015090801925783492,False
2026-07-05 18:43:14.664903,Zone-B,Anjali Das,Low,32.92,24.38,6.1,3.0,58.22,0.015255094864687346,False
2026-06-30 12:58:14.664903,Furnace Area,Arjun Nair,Medium,51.75,38.42,4.63,9.01,86.72,0.015398341332938048,False
2026-06-21 07:03:14.664903,Chemical Storage,Neha Verma,Medium,37.28,65.59,9.29,5.18,77.74,0.015407990375739256,False
2026-06-29 03:28:14.664903,Chemical Storage,Vikram Rao,High,38.28,96.75,4.42,4.9,90.71,0.015419984452060609,False
2026-06-22 22:03:14.664903,Furnace Area,Rahul Sharma,Medium,51.96,19.31,8.32,5.55,82.47,0.015494729540633245,False
2026-06-24 13:58:14.664903,Assembly Point,Sneha Patel,Low,42.84,15.47,0.5,3.09,65.1,0.015496546150633561,False
2026-06-30 10:43:14.664903,Assembly Point,Vikram Rao,Low,20.0,27.15,1.72,4.56,66.99,0.01581357544245776,False
2026-06-25 12:58:14.664903,Assembly Point,Anjali Das,Low,32.24,15.31,0.99,1.8,63.26,0.015926670616690952,False
2026-06-30 23:38:14.664903,Furnace Area,Rahul Sharma,Medium,51.43,12.19,4.51,5.76,100.19,0.015965096863374773,False
2026-06-22 05:38:14.664903,Zone-C,Priya Reddy,Medium,27.31,48.32,6.41,7.22,95.95,0.015978872800196275,False
2026-06-26 14:18:14.664903,Chemical Storage,Sneha Patel,Low,63.94,52.01,1.94,5.78,80.96,0.016303379613144098,False
2026-06-26 08:43:14.664903,Furnace Area,Anjali Das,Medium,69.8,31.48,5.55,6.93,83.37,0.016482722966646435,False
2026-06-30 00:43:14.664903,Furnace Area,Meera Joshi,High,51.32,28.73,8.55,6.85,86.44,0.016504617580047842,False
2026-06-25 12:28:14.664903,Zone-A,Vikram Rao,Medium,34.29,57.26,4.38,9.41,71.07,0.016590059943980884,False
2026-06-22 09:33:14.664903,Assembly Point,Meera Joshi,Low,26.83,30.98,0.84,3.38,60.55,0.016675912953169614,False
2026-07-01 13:18:14.664903,Furnace Area,Rohit Gupta,High,57.24,37.07,7.07,6.97,93.83,0.01668516698552125,False
2026-06-21 12:53:14.664903,Furnace Area,Sneha Patel,Low,63.25,28.92,3.96,7.0,87.76,0.016737051370722456,False
2026-06-26 22:28:14.664903,Zone-A,Meera Joshi,High,42.92,76.39,2.5,8.37,78.12,0.016855325820321232,False
2026-07-02 14:28:14.664903,Assembly Point,Rahul Sharma,Low,27.19,14.26,2.47,2.0,72.74,0.01692172203912612,False
2026-07-02 09:38:14.664903,Chemical Storage,Arjun Nair,High,44.04,95.38,1.9,4.87,84.67,0.016985204335268844,False
2026-06-27 15:48:14.664903,Furnace Area,Anjali Das,Medium,51.84,76.58,5.35,6.98,73.73,0.017091126544061974,False
2026-06-29 06:43:14.664903,Furnace Area,Meera Joshi,Medium,48.1,15.64,3.82,8.6,80.09,0.017137731695081704,False
2026-06-30 12:28:14.664903,Furnace Area,Vikram Rao,Critical,47.38,9.51,7.19,7.37,83.3,0.01725617695920345,False
2026-06-22 14:38:14.664903,Assembly Point,Rahul Sharma,Low,24.6,22.27,2.71,2.25,66.29,0.01737990168674841,False
2026-07-01 00:43:14.664903,Assembly Point,Vikram Rao,Low,23.35,24.32,1.54,3.515,62.42,0.017505217235275428,False
2026-07-02 00:18:14.664903,Assembly Point,Rahul Sharma,Low,25.47,19.48,1.86,2.97,61.23,0.017512258164040784,False
2026-07-02 12:38:14.664903,Zone-C,Karan Singh,Low,25.25,49.47,2.74,3.44,94.75,0.017531984359280495,False
2026-06-30 15:33:14.664903,Assembly Point,Arjun Nair,Low,22.74,43.68,1.3,3.515,70.99,0.017566034414435383,False
2026-06-29 06:33:14.664903,Assembly Point,Vikram Rao,Low,30.84,21.03,1.27,1.81,59.62,0.01763014299417176,False
2026-07-06 16:38:14.664903,Zone-C,Meera Joshi,Low,40.36,50.25,4.59,9.19,72.84,0.017741584784899844,False
2026-07-07 10:48:14.664903,Zone-A,Fatima Khan,High,37.42,101.8,4.9,4.67,69.15,0.017853011193790902,False
2026-06-26 23:33:14.664903,Zone-A,Arjun Nair,Medium,37.64,57.21,2.94,9.22,85.77,0.01792878291171318,False
2026-06-29 22:48:14.664903,Assembly Point,Neha Verma,Low,35.86,5.0,2.66,3.15,56.38,0.01794724862614816,False
2026-06-28 02:13:14.664903,Assembly Point,Vikram Rao,Low,32.31,17.67,3.03,2.12,60.82,0.017996082105205757,False
2026-06-21 20:58:14.664903,Chemical Storage,Rohit Gupta,Low,23.48,66.13,2.02,3.17,79.58,0.018213060519419733,False
2026-06-25 14:13:14.664903,Furnace Area,Meera Joshi,Critical,56.36,43.96,3.49,5.19,99.74,0.018259828115742893,False
2026-07-01 05:48:14.664903,Chemical Storage,Sneha Patel,High,43.3,78.12,1.69,5.94,65.34,0.018277175728737327,False
2026-07-07 09:38:14.664903,Furnace Area,Sneha Patel,Medium,50.51,16.47,6.77,7.29,93.32,0.01833792944504653,False
2026-07-02 00:23:14.664903,Assembly Point,Rohit Gupta,Low,30.99,8.38,0.5,5.8,66.67,0.018418175848631813,False
2026-07-01 01:58:14.664903,Assembly Point,Neha Verma,Medium,33.97,5.26,1.11,4.7,56.65,0.018477631608827427,False
2026-06-26 19:13:14.664903,Chemical Storage,Anjali Das,High,37.39,72.19,3.41,6.11,56.4,0.018520549490333327,False
2026-07-05 15:38:14.664903,Assembly Point,Rohit Gupta,Low,35.55,18.59,2.1,2.99,54.12,0.018663187968513517,False
2026-06-26 19:03:14.664903,Zone-B,Karan Singh,Low,24.58,15.64,3.01,3.47,89.74,0.018671352659517915,False
2026-06-22 07:08:14.664903,Chemical Storage,Arjun Nair,Medium,53.87,55.79,2.07,2.79,82.28,0.018701962030106434,False
2026-06-28 02:38:14.664903,Zone-C,Fatima Khan,Low,42.82,36.91,0.62,7.85,82.94,0.01886985975139699,False
2026-06-28 22:13:14.664903,Zone-B,Karan Singh,Medium,38.54,28.83,4.2,9.25,67.52,0.018931446960911646,False
2026-06-27 20:38:14.664903,Chemical Storage,Karan Singh,High,52.84,81.21,3.15,6.68,75.74,0.019025507347287696,False
2026-06-27 12:33:14.664903,Furnace Area,Anjali Das,Medium,66.27,28.4,6.81,5.89,88.11,0.01907708558943655,False
2026-07-03 01:08:14.664903,Assembly Point,Vikram Rao,Low,26.73,19.42,0.5,2.9,64.67,0.01914479245650913,False
2026-07-02 16:28:14.664903,Assembly Point,Priya Reddy,Low,32.89,26.17,0.95,5.44,52.77,0.019227822200950095,False
2026-06-25 00:18:14.664903,Zone-A,Rohit Gupta,Medium,37.8,61.01,2.66,9.03,74.3,0.019242183535717494,False
2026-06-21 13:13:14.664903,Chemical Storage,Amit Kumar,Low,38.73,69.98,0.5,7.09,75.02,0.019443460372116972,False
2026-07-06 10:38:14.664903,Zone-A,Sneha Patel,Medium,38.31,60.26,3.14,9.22,85.83,0.01944404952544787,False
2026-07-02 14:18:14.664903,Furnace Area,Sneha Patel,Low,49.63,19.02,3.22,7.23,97.35,0.019897730009596826,False
2026-06-22 16:48:14.664903,Assembly Point,Anjali Das,Low,35.2,22.49,0.5,2.97,60.75,0.019975144686577795,False
2026-07-05 19:48:14.664903,Furnace Area,Neha Verma,Medium,55.72,48.16,4.9,6.78,98.01,0.020092281353630392,False
2026-06-27 04:33:14.664903,Zone-B,Arjun Nair,Medium,54.0,53.31,6.84,6.28,67.67,0.020153218443966225,False
2026-07-05 06:38:14.664903,Assembly Point,Meera Joshi,Low,39.01,24.18,0.91,3.59,56.26,0.02037492222135384,False
2026-06-29 15:48:14.664903,Furnace Area,Fatima Khan,Medium,52.09,42.67,8.83,5.86,86.86,0.020438610719118122,False
2026-07-06 14:53:14.664903,Zone-C,Arjun Nair,Medium,56.17,54.5,3.3,6.92,92.41,0.020696021636995576,False
2026-06-27 00:13:14.664903,Furnace Area,Fatima Khan,Low,54.56,33.56,4.1,5.86,102.12,0.020777495745764707,False
2026-06-27 12:13:14.664903,Chemical Storage,Neha Verma,High,38.64,68.47,6.49,7.68,71.77,0.02081443113158854,False
2026-06-26 18:33:14.664903,Chemical Storage,Amit Kumar,High,48.99,88.1,4.97,6.49,73.69,0.02086514559651531,False
2026-06-30 21:33:14.664903,Furnace Area,Priya Reddy,Medium,66.88,48.89,5.11,5.74,89.62,0.020937194550915028,False
2026-06-28 03:08:14.664903,Assembly Point,Arjun Nair,Low,24.65,34.35,0.76,3.16,75.15,0.020971262123055556,False
2026-07-01 11:33:14.664903,Assembly Point,Fatima Khan,Low,31.85,21.44,0.5,3.02,58.98,0.0210104401102289,False
2026-06-26 12:53:14.664903,Assembly Point,Priya Reddy,Low,28.95,32.72,0.5,2.46,72.79,0.021169862625253888,False
2026-07-07 16:18:14.664903,Chemical Storage,Sneha Patel,High,66.46,22.55,4.98,5.93,70.78,0.02119266285511401,False
2026-07-02 23:58:14.664903,Furnace Area,Sneha Patel,Medium,40.83,77.9,5.31,7.05,94.7,0.021290681977144787,False
2026-06-26 13:28:14.664903,Furnace Area,Rohit Gupta,Low,53.53,10.58,4.7,5.88,97.56,0.021411257649789905,False
2026-07-05 13:58:14.664903,Assembly Point,Amit Kumar,Low,24.42,7.6,2.86,3.515,65.64,0.02143656191912713,False
2026-06-30 10:33:14.664903,Zone-A,Fatima Khan,High,57.92,34.47,3.7,7.62,81.54,0.021490754984799132,False
2026-06-23 10:33:14.664903,Assembly Point,Rahul Sharma,Low,25.23,23.21,0.51,2.98,74.28,0.02154047710735907,False
2026-06-22 13:13:14.664903,Furnace Area,Arjun Nair,Critical,50.26,25.67,4.59,7.05,99.59,0.021540535584516518,False
2026-06-27 01:33:14.664903,Furnace Area,Anjali Das,Medium,46.83,23.55,5.41,9.0,88.89,0.02158480602388657,False
2026-06-21 00:28:14.664903,Chemical Storage,Karan Singh,Low,34.0,59.47,2.08,9.32,75.91,0.021608259673209895,False
2026-07-02 15:38:14.664903,Chemical Storage,Vikram Rao,Critical,34.47,74.46,2.72,8.49,84.37,0.021797086918949438,False
2026-07-05 06:03:14.664903,Furnace Area,Amit Kumar,Critical,41.2,27.04,4.91,9.17,90.47,0.02187802401527983,False
2026-07-03 17:08:14.664903,Assembly Point,Vikram Rao,Low,36.58,13.41,2.92,4.11,54.17,0.02188743884706612,False
2026-07-06 05:08:14.664903,Assembly Point,Fatima Khan,Low,26.01,20.99,0.5,4.04,61.96,0.021939896773956025,False
2026-06-26 01:43:14.664903,Zone-B,Rohit Gupta,Low,32.44,12.04,1.84,5.7,55.82,0.021945416375497184,False
2026-07-05 12:23:14.664903,Furnace Area,Rahul Sharma,High,54.04,34.2,6.86,7.61,92.04,0.022033583216953923,False
2026-07-04 14:53:14.664903,Chemical Storage,Neha Verma,Medium,50.55,65.83,2.55,5.45,61.87,0.02203573784891022,False
2026-06-21 15:23:14.664903,Assembly Point,Meera Joshi,Low,30.24,28.5,2.65,2.71,55.68,0.0220989300187151,False
2026-06-24 19:18:14.664903,Zone-A,Rohit Gupta,Medium,39.8,69.95,8.82,5.34,73.29,0.022170007608498743,False
2026-06-25 10:43:14.664903,Furnace Area,Sneha Patel,High,58.3,61.26,6.76,4.84,85.5,0.022178484048843927,False
2026-07-02 08:58:14.664903,Assembly Point,Karan Singh,Low,30.14,17.22,0.5,2.81,62.08,0.022245281988340082,False
2026-07-07 00:58:14.664903,Zone-A,Rohit Gupta,Critical,36.84,61.81,5.28,8.69,83.49,0.022324691591148915,False
2026-07-07 05:08:14.664903,Furnace Area,Rahul Sharma,High,43.09,74.01,6.65,7.5,85.73,0.022399360811293678,False
2026-07-07 23:23:14.664903,Zone-A,Karan Singh,Low,41.18,20.75,2.23,6.95,60.99,0.022467944841542797,False
2026-06-24 01:28:14.664903,Assembly Point,Arjun Nair,Low,31.72,30.46,0.5,1.97,76.06,0.02253935966729903,False
2026-07-01 23:08:14.664903,Zone-C,Rahul Sharma,Medium,29.65,58.64,7.68,7.12,81.94,0.022551515584674275,False
2026-06-29 11:18:14.664903,Assembly Point,Karan Singh,Low,31.6,22.58,0.51,2.04,71.74,0.022602616816496446,False
2026-07-02 14:13:14.664903,Chemical Storage,Amit Kumar,Low,31.07,62.32,0.76,5.62,61.06,0.02266038229617151,False
2026-07-02 19:58:14.664903,Furnace Area,Karan Singh,High,56.12,5.0,4.82,6.02,87.76,0.02271893223453314,False
2026-06-26 09:18:14.664903,Assembly Point,Fatima Khan,Low,26.68,28.31,1.25,3.11,59.3,0.022797912682148258,False
2026-07-03 22:28:14.664903,Assembly Point,Rahul Sharma,Low,31.34,5.0,0.66,3.17,69.99,0.022871410342113485,False
2026-06-30 11:23:14.664903,Chemical Storage,Amit Kumar,Low,24.88,40.75,2.22,5.58,59.6,0.022910744990027432,False
2026-07-05 14:28:14.664903,Furnace Area,Priya Reddy,Medium,42.37,80.19,3.5,7.79,80.01,0.02294361131551592,False
2026-07-04 03:03:14.664903,Furnace Area,Anjali Das,Critical,55.22,24.86,7.77,5.82,93.8,0.02297191557055267,False
2026-07-06 14:28:14.664903,Assembly Point,Amit Kumar,Low,29.08,5.16,0.94,3.14,68.68,0.023070290616942657,False
2026-07-01 03:33:14.664903,Chemical Storage,Rahul Sharma,High,26.99,102.37,3.19,5.45,77.84,0.023220819881596633,False
2026-06-24 15:23:14.664903,Zone-A,Rohit Gupta,Critical,33.63,80.32,4.37,7.57,87.77,0.02323283690382716,False
2026-06-21 16:18:14.664903,Assembly Point,Rahul Sharma,Medium,23.61,53.56,1.48,4.08,65.84,0.02328042684756715,False
2026-06-29 01:23:14.664903,Assembly Point,Neha Verma,Medium,30.38,5.5,0.5,3.55,72.99,0.02330062288616752,False
2026-06-22 10:48:14.664903,Zone-A,Fatima Khan,Critical,32.35,92.81,4.32,7.05,76.77,0.023362433365096247,False
2026-07-02 18:28:14.664903,Furnace Area,Sneha Patel,Medium,54.88,10.9,6.08,5.39,93.62,0.023514703829723316,False
2026-06-21 11:38:14.664903,Zone-B,Priya Reddy,Medium,29.62,85.01,2.95,3.37,75.9,0.0235477503668603,False
2026-07-02 21:38:14.664903,Assembly Point,Sneha Patel,Low,31.34,17.65,0.5,2.56,69.14,0.023593778263147347,False
2026-06-29 02:33:14.664903,Furnace Area,Fatima Khan,Medium,49.36,8.45,5.91,6.7,68.72,0.023614431356816845,False
2026-06-21 06:13:14.664903,Furnace Area,Meera Joshi,Medium,66.8,25.13,4.41,5.42,93.29,0.023620124535449483,False
2026-06-23 09:13:14.664903,Zone-B,Karan Singh,Low,26.68,40.83,0.66,2.75,80.17,0.023630750840301196,False
2026-07-07 14:23:14.664903,Zone-B,Meera Joshi,Low,20.26,24.13,1.79,4.19,69.11,0.023827583786875772,False
2026-06-24 00:08:14.664903,Zone-A,Rohit Gupta,Medium,29.27,34.67,8.72,6.22,75.46,0.023833153212199365,False
2026-07-08 07:08:14.664903,Chemical Storage,Rahul Sharma,High,36.34,100.77,1.77,4.83,83.57,0.023866091884401808,False
2026-07-02 14:33:14.664903,Zone-B,Neha Verma,Medium,27.51,81.41,2.98,6.39,66.16,0.02389484769102268,False
2026-07-02 02:48:14.664903,Zone-B,Rahul Sharma,Medium,39.4,80.91,4.04,3.06,85.59,0.0240776568512463,False
2026-06-28 17:38:14.664903,Assembly Point,Anjali Das,Low,31.55,5.0,0.5,4.58,62.85,0.02407790113376629,False
2026-07-04 09:08:14.664903,Assembly Point,Vikram Rao,Low,28.82,14.23,3.73,2.3,64.28,0.02410682776143047,False
2026-06-29 20:58:14.664903,Zone-C,Neha Verma,Low,25.75,28.21,4.16,8.44,84.64,0.02412378236926893,False
2026-06-22 23:08:14.664903,Assembly Point,Priya Reddy,Low,29.6,5.0,2.12,2.67,80.29,0.024146106192096672,False
2026-07-06 11:38:14.664903,Chemical Storage,Rahul Sharma,Low,30.0,59.47,1.52,8.21,75.49,0.024266124730024208,False
2026-06-27 22:33:14.664903,Chemical Storage,Rohit Gupta,Critical,56.19,73.78,2.12,5.4,75.51,0.024270619748237743,False
2026-06-29 14:13:14.664903,Assembly Point,Sneha Patel,Medium,61.71,28.65,1.81,4.86,67.11,0.024438271996573557,False
2026-07-07 23:18:14.664903,Furnace Area,Arjun Nair,Medium,52.73,73.74,5.26,6.92,79.09,0.02451870038528825,False
2026-07-05 17:33:14.664903,Zone-B,Anjali Das,Medium,48.33,5.11,3.56,6.93,72.37,0.0246247641052868,False
2026-06-23 19:03:14.664903,Zone-B,Meera Joshi,Low,24.1,23.72,6.93,6.52,74.32,0.024894270281517472,False
2026-06-30 13:33:14.664903,Furnace Area,Neha Verma,Medium,57.13,38.41,7.22,6.39,73.34,0.02498954505886075,False
2026-07-06 21:18:14.664903,Furnace Area,Vikram Rao,Medium,77.7,31.57,4.63,5.97,84.08,0.02501800990691916,False
2026-06-26 07:53:14.664903,Chemical Storage,Amit Kumar,Low,38.68,51.78,2.15,4.02,53.37,0.025213954258385685,False
2026-06-22 06:13:14.664903,Furnace Area,Rohit Gupta,Low,70.93,52.68,4.14,6.05,81.52,0.0253047032089444,False
2026-06-21 14:58:14.664903,Assembly Point,Anjali Das,Low,31.17,10.76,1.78,1.94,67.32,0.025305409926041356,False
2026-06-26 23:23:14.664903,Chemical Storage,Sneha Patel,High,36.61,73.67,1.94,4.74,59.65,0.025412811115376632,False
2026-06-28 21:23:14.664903,Assembly Point,Anjali Das,Low,26.94,10.07,0.5,4.06,66.0,0.025430767516989694,False
2026-07-06 19:13:14.664903,Zone-B,Amit Kumar,Medium,28.1,35.33,8.66,5.71,72.94,0.025442619692838453,False
2026-06-21 23:23:14.664903,Chemical Storage,Arjun Nair,Medium,33.73,50.85,4.45,2.86,97.96,0.02548766329422969,False
2026-06-30 17:08:14.664903,Chemical Storage,Karan Singh,High,38.72,103.41,1.88,5.43,84.34,0.025579629563609818,False
2026-06-23 03:03:14.664903,Chemical Storage,Vikram Rao,Medium,32.17,57.18,6.94,7.09,65.42,0.025598306146990657,False
2026-07-01 01:53:14.664903,Chemical Storage,Neha Verma,High,26.83,74.91,4.01,3.42,67.76,0.02564703072289587,False
2026-07-01 13:23:14.664903,Furnace Area,Fatima Khan,High,46.9,25.37,5.58,8.73,90.96,0.025670039418927315,False
2026-06-27 05:43:14.664903,Furnace Area,Fatima Khan,High,46.83,34.4,8.46,4.33,84.69,0.02582872544966841,False
2026-07-04 10:08:14.664903,Zone-B,Rohit Gupta,Low,25.63,47.22,3.01,2.35,72.34,0.025910470750694192,False
2026-07-06 12:48:14.664903,Chemical Storage,Meera Joshi,High,20.98,72.91,3.9,5.36,82.5,0.025972323604074532,False
2026-06-29 18:03:14.664903,Assembly Point,Neha Verma,Low,26.76,17.56,1.87,4.04,58.7,0.026017445588075394,False
2026-06-27 03:18:14.664903,Assembly Point,Amit Kumar,Low,33.6,14.09,4.5,1.81,63.23,0.026027373402355503,False
2026-06-22 22:23:14.664903,Furnace Area,Sneha Patel,Low,51.68,5.0,5.31,6.14,93.95,0.026068377057620218,False
2026-07-06 16:13:14.664903,Assembly Point,Arjun Nair,Low,32.31,5.0,0.86,4.54,60.07,0.0262076624935752,False
2026-06-25 09:58:14.664903,Assembly Point,Anjali Das,Low,29.49,26.37,1.72,2.42,57.14,0.026316842856650147,False
2026-06-27 21:23:14.664903,Furnace Area,Amit Kumar,Medium,44.6,37.17,7.87,7.38,78.59,0.026392064929771863,False
2026-06-22 14:08:14.664903,Furnace Area,Rohit Gupta,Medium,60.41,20.59,3.66,4.12,92.99,0.026505285972277526,False
2026-06-27 16:48:14.664903,Chemical Storage,Rahul Sharma,High,29.85,109.47,2.95,4.8,79.02,0.02675506247186421,False
2026-07-04 06:48:14.664903,Zone-C,Amit Kumar,Low,27.79,52.38,4.67,8.42,79.35,0.026841191776587725,False
2026-06-21 21:28:14.664903,Chemical Storage,Vikram Rao,Critical,36.2,105.43,3.06,4.25,73.77,0.026874136027168594,False
2026-06-24 19:58:14.664903,Zone-B,Fatima Khan,Medium,39.5,43.01,2.14,8.78,72.9,0.026916172254638604,False
2026-06-25 02:43:14.664903,Chemical Storage,Meera Joshi,Low,43.87,67.68,0.5,4.0,82.61,0.02696161548078224,False
2026-06-27 08:13:14.664903,Furnace Area,Rohit Gupta,Medium,50.59,14.98,7.02,3.22,87.39,0.027060864211727265,False
2026-06-30 02:18:14.664903,Furnace Area,Sneha Patel,Critical,62.13,35.29,6.9,6.24,87.8,0.02711150993526612,False
2026-07-08 03:18:14.664903,Furnace Area,Arjun Nair,Medium,51.51,19.87,4.12,8.36,81.67,0.027169182446689533,False
2026-06-23 06:23:14.664903,Furnace Area,Meera Joshi,High,50.8,21.55,5.62,4.93,100.03,0.027188992005832358,False
2026-06-22 02:08:14.664903,Chemical Storage,Fatima Khan,Critical,25.94,76.4,1.09,4.73,73.0,0.027261315683987708,False
2026-06-30 22:53:14.664903,Zone-B,Anjali Das,Low,51.57,44.47,4.33,6.04,60.1,0.027270364326190677,False
2026-07-07 06:48:14.664903,Zone-A,Anjali Das,Medium,37.0,42.23,5.2,3.79,103.22,0.027295071717728048,False
