timestamp,zone_id,temperature,gas_level,vibration,pressure,noise_level,machine_status,risk_label,worker_id,worker_name,latitude,longitude,ppe_status,risk_zone,entry_status,fault_history_count,maintenance_status,allowed_task,valid_from,valid_to,permit_status,maintenance_overdue,ppe_violation,invalid_permit,restricted_entry
2026-06-24 19:08:14.664903,Furnace Area,53.73,48.67,6.39,8.04,81.02,Running,High,W003,Amit Kumar,17.442459,78.382073,OK,High-Risk,Allowed,2.0,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 19:13:14.664903,Chemical Storage,35.08,57.24,3.38,6.08,73.67,Running,High,W012,Fatima Khan,17.443164,78.377005,OK,High-Risk,Restricted,4.0,OK,No active permit,,,Invalid,0,0,1,1
2026-06-24 19:18:14.664903,Zone-A,39.8,69.95,8.82,5.34,73.29,Stopped,Medium,W011,Rohit Gupta,17.444564,78.377825,OK,High-Risk,Allowed,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 19:23:14.664903,Assembly Point,34.21,7.64,0.92,3.5,64.71,Running,Low,W009,Vikram Rao,17.447625,78.37499,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-24 19:28:14.664903,Zone-C,35.67,36.52,5.77,4.76,80.5,Running,Low,W003,Amit Kumar,17.443879,78.379909,No Mask,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-18 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,1,0,0
2026-06-24 19:33:14.664903,Furnace Area,44.62,34.39,4.53,5.78,98.8,Running,Critical,W002,Priya Reddy,17.443896,78.381932,Missing Helmet,High-Risk,Restricted,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-16 08:43:14.657471,Suspended,0,1,1,1
2026-06-24 19:38:14.664903,Furnace Area,46.5,34.52,5.22,5.8,90.87,Running,Low,W004,Sneha Patel,17.442782,78.382345,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-19 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-24 19:43:14.664903,Zone-A,35.2,84.36,5.25,6.23,68.14,Running,High,W002,Priya Reddy,17.444411,78.377796,OK,High-Risk,Restricted,3.6666666666666665,OK,Welding inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,1
2026-06-24 19:48:14.664903,Assembly Point,35.46,46.37,2.9,4.49,59.67,Running,Low,W010,Anjali Das,17.44689,78.377503,No Mask,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,1,0,0
2026-06-24 19:53:14.664903,Chemical Storage,36.76,49.28,1.75,5.33,66.67,Running,Low,W007,Arjun Nair,17.441927,78.378733,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,0,0,0,0
2026-06-24 19:58:14.664903,Zone-B,39.5,43.01,2.14,8.78,72.9,Stopped,Medium,W012,Fatima Khan,17.444335,78.37888,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,1,0,0,0
2026-06-24 20:03:14.664903,Chemical Storage,44.19,59.98,6.07,6.64,65.98,Running,Medium,W005,Karan Singh,17.4412,78.377369,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-24 20:08:14.664903,Chemical Storage,38.86,60.0,4.65,5.24,73.17,Running,Low,W003,Amit Kumar,17.442101,78.378582,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-16 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,0
2026-06-24 20:13:14.664903,Assembly Point,22.64,52.52,2.12,3.71,69.31,Running,Medium,W006,Neha Verma,17.447597,78.376302,No Mask,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,1,1,0
2026-06-24 20:18:14.664903,Zone-A,32.84,52.19,3.96,4.39,87.93,Running,Low,W012,Fatima Khan,17.444305,78.377711,OK,High-Risk,Restricted,3.6666666666666665,OK,Welding inspection,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,1
2026-06-24 20:23:14.664903,Furnace Area,73.62,28.26,5.88,6.81,82.93,Running,Medium,W008,Meera Joshi,17.443238,78.381388,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-15 08:43:14.657471,Expired,0,0,1,0
2026-06-24 20:28:14.664903,Zone-C,29.22,67.81,2.31,4.2,91.2,Running,Medium,W008,Meera Joshi,17.446899,78.379682,OK,Normal,Allowed,3.3333333333333335,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 20:33:14.664903,Zone-A,39.04,62.61,3.46,7.8,65.93,Running,Low,W003,Amit Kumar,17.444586,78.378017,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-24 20:38:14.664903,Assembly Point,35.46,17.55,1.15,3.94,70.71,Running,Low,W002,Priya Reddy,17.447522,78.377128,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-16 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-24 20:43:14.664903,Furnace Area,43.91,25.27,4.37,5.61,95.11,Running,Low,W011,Rohit Gupta,17.443276,78.383125,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,0
2026-06-24 20:48:14.664903,Furnace Area,49.97,28.72,9.58,5.36,87.6,Warning,High,W005,Karan Singh,17.443989,78.38138,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-22 08:43:14.657471,2026-07-12 08:43:14.657471,Suspended,0,0,1,0
2026-06-24 20:53:14.664903,Zone-A,32.03,33.9,5.74,5.27,86.36,Running,Low,W007,Arjun Nair,17.443162,78.376976,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-20 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,0,0,0
2026-06-24 20:58:14.664903,Furnace Area,49.72,6.0,4.5,5.32,87.76,Running,Medium,W008,Meera Joshi,17.443334,78.381188,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-15 08:43:14.657471,Expired,0,0,1,0
2026-06-24 21:03:14.664903,Zone-C,31.22,45.14,6.07,7.14,68.54,Running,Low,W002,Priya Reddy,17.446804,78.380275,OK,Normal,Allowed,3.3333333333333335,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 21:08:14.664903,Zone-B,33.78,30.22,3.14,4.95,70.95,Running,Medium,W001,Rahul Sharma,17.444573,78.378686,No Mask,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,1,1,0,0
2026-06-24 21:13:14.664903,Chemical Storage,38.17,65.19,3.82,4.51,77.99,Running,Low,W001,Rahul Sharma,17.442774,78.379316,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-19 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,0,0,0,0
2026-06-24 21:18:14.664903,Assembly Point,30.71,17.35,1.73,2.35,63.64,Running,Low,W011,Rohit Gupta,17.447621,78.376849,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-14 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,0,0,0,0
2026-06-24 21:23:14.664903,Zone-A,34.65,47.61,2.51,5.9,77.46,Running,Low,W012,Fatima Khan,17.443907,78.376947,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-24 21:28:14.664903,Assembly Point,30.69,14.63,2.29,3.1,76.15,Running,Low,W007,Arjun Nair,17.448126,78.375776,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-14 08:43:14.657471,2026-07-10 08:43:14.657471,Suspended,0,0,1,0
2026-06-24 21:33:14.664903,Zone-C,34.35,32.19,3.61,7.5,79.85,Running,Low,W012,Fatima Khan,17.446652,78.380779,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-22 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-24 21:38:14.664903,Chemical Storage,32.0,47.74,4.69,4.11,56.05,Running,Low,W009,Vikram Rao,17.442481,78.379938,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-14 08:43:14.657471,2026-07-14 08:43:14.657471,Valid,0,0,0,0
2026-06-24 21:43:14.664903,Assembly Point,31.74,5.0,4.52,3.04,57.88,Running,Low,W012,Fatima Khan,17.447702,78.376967,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-21 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,0,0,0
2026-06-24 21:48:14.664903,Zone-B,27.22,43.7,7.73,6.7,95.06,Warning,High,W011,Rohit Gupta,17.444569,78.380977,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,1,0,0,0
2026-06-24 21:53:14.664903,Furnace Area,47.23,20.89,5.89,5.42,90.79,Running,Medium,W001,Rahul Sharma,17.442276,78.381133,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-15 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,0
2026-06-24 21:58:14.664903,Zone-C,40.43,39.32,4.18,8.88,90.19,Running,Medium,W004,Sneha Patel,17.445241,78.380809,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-16 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-24 22:03:14.664903,Furnace Area,47.66,30.0,6.77,6.05,80.91,Running,High,W008,Meera Joshi,17.441845,78.380916,No Mask,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-15 08:43:14.657471,Expired,0,1,1,0
2026-06-24 22:08:14.664903,Zone-C,40.65,38.55,2.39,5.01,71.58,Running,Low,W006,Neha Verma,17.445612,78.380672,Missing Helmet,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-19 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,1,0,0
2026-06-24 22:13:14.664903,Chemical Storage,31.13,71.35,2.71,5.09,74.05,Running,High,W007,Arjun Nair,17.442641,78.379048,OK,High-Risk,Restricted,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,0,0,0,1
2026-06-24 22:18:14.664903,Zone-A,37.68,51.78,3.25,5.74,75.63,Running,Medium,W001,Rahul Sharma,17.444102,78.377008,Missing Gloves,High-Risk,Restricted,3.6666666666666665,OK,Welding inspection,2026-06-15 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,1,0,1
2026-06-24 22:23:14.664903,Zone-C,31.71,31.73,4.56,6.81,90.2,Running,Low,W010,Anjali Das,17.44552,78.381302,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-21 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-24 22:28:14.664903,Furnace Area,47.41,35.21,4.41,6.14,90.2,Running,Critical,W002,Priya Reddy,17.442161,78.381726,Missing Gloves,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-16 08:43:14.657471,Suspended,0,1,1,0
2026-06-24 22:33:14.664903,Chemical Storage,43.73,55.9,4.43,4.81,81.95,Running,Medium,W012,Fatima Khan,17.440547,78.380193,OK,High-Risk,Allowed,4.0,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 22:38:14.664903,Zone-B,59.57,31.58,2.68,5.09,64.89,Warning,Medium,W007,Arjun Nair,17.445511,78.379288,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,1,0,0,0
2026-06-24 22:43:14.664903,Assembly Point,26.29,33.45,2.47,4.48,65.06,Running,Medium,W007,Arjun Nair,17.446109,78.377085,Missing Helmet,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-14 08:43:14.657471,2026-07-10 08:43:14.657471,Suspended,0,1,1,0
2026-06-24 22:48:14.664903,Chemical Storage,35.65,41.32,2.89,7.1,75.71,Running,Low,W010,Anjali Das,17.443611,78.378564,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-17 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-24 22:53:14.664903,Zone-A,34.1,37.43,5.46,4.42,83.15,Running,Low,W004,Sneha Patel,17.443709,78.376878,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-24 22:58:14.664903,Furnace Area,54.15,23.44,5.01,7.13,99.18,Running,Critical,W005,Karan Singh,17.443651,78.380842,OK,High-Risk,Restricted,2.0,OK,Heat treatment support,2026-06-22 08:43:14.657471,2026-07-12 08:43:14.657471,Suspended,0,0,1,1
2026-06-24 23:03:14.664903,Zone-A,33.45,45.96,6.65,4.21,83.06,Running,Medium,W010,Anjali Das,17.44416,78.375999,OK,High-Risk,Allowed,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 23:08:14.664903,Furnace Area,44.36,21.95,5.41,7.89,89.67,Running,Low,W006,Neha Verma,17.442611,78.381454,Missing Helmet,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,1,0,0
2026-06-24 23:13:14.664903,Chemical Storage,35.24,61.9,3.5,6.21,75.83,Running,Low,W007,Arjun Nair,17.443247,78.379136,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,0,0,0,0
2026-06-24 23:18:14.664903,Furnace Area,45.46,54.52,5.89,5.16,99.57,Running,High,W002,Priya Reddy,17.444654,78.381277,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-16 08:43:14.657471,Suspended,0,0,1,0
2026-06-24 23:23:14.664903,Zone-C,31.48,37.93,4.86,6.78,85.99,Running,Low,W008,Meera Joshi,17.446471,78.381449,OK,Normal,Allowed,3.3333333333333335,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 23:28:14.664903,Zone-C,32.44,52.37,3.65,5.93,81.21,Running,Low,W006,Neha Verma,17.446361,78.380136,Missing Gloves,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-19 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,1,0,0
2026-06-24 23:33:14.664903,Furnace Area,75.48,19.2,4.61,8.12,94.84,Running,Medium,W011,Rohit Gupta,17.44153,78.380904,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,0
2026-06-24 23:38:14.664903,Zone-A,26.94,33.59,0.5,5.06,70.01,Running,Low,W012,Fatima Khan,17.444142,78.376062,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-24 23:43:14.664903,Zone-B,33.41,30.02,4.8,6.21,80.5,Warning,Low,W006,Neha Verma,17.444971,78.38039,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-16 08:43:14.657471,2026-07-12 08:43:14.657471,Expired,1,0,1,0
2026-06-24 23:48:14.664903,Zone-C,26.23,23.16,3.9,7.75,80.58,Running,Low,W002,Priya Reddy,17.446272,78.379391,OK,Normal,Allowed,3.3333333333333335,OK,No active permit,,,Invalid,0,0,1,0
2026-06-24 23:53:14.664903,Furnace Area,53.73,39.44,6.45,5.37,83.05,Running,Low,W007,Arjun Nair,17.442295,78.381359,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-21 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-24 23:58:14.664903,Zone-A,30.6,30.87,2.99,4.71,74.23,Running,Medium,W010,Anjali Das,17.444427,78.377255,Missing Gloves,High-Risk,Allowed,3.6666666666666665,OK,No active permit,,,Invalid,0,1,1,0
2026-06-25 00:03:14.664903,Chemical Storage,35.56,60.2,1.61,5.11,77.05,Running,Medium,W006,Neha Verma,17.441048,78.379197,OK,High-Risk,Allowed,4.0,OK,No active permit,,,Invalid,0,0,1,0
2026-06-25 00:08:14.664903,Zone-A,31.59,46.08,4.9,6.13,78.24,Running,Low,W003,Amit Kumar,17.443846,78.377863,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-25 00:13:14.664903,Assembly Point,46.17,12.58,0.55,1.43,66.08,Running,Low,W009,Vikram Rao,17.447042,78.377195,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-25 00:18:14.664903,Zone-A,37.8,61.01,2.66,9.03,74.3,Running,Medium,W011,Rohit Gupta,17.444644,78.376179,OK,High-Risk,Allowed,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,0
2026-06-25 00:23:14.664903,Furnace Area,50.18,5.0,5.18,6.44,84.35,Running,Medium,W006,Neha Verma,17.442465,78.381892,OK,High-Risk,Restricted,2.0,OK,Heat treatment support,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,0,0,1
2026-06-25 00:28:14.664903,Zone-B,32.48,29.13,3.05,7.44,83.07,Stopped,Low,W010,Anjali Das,17.446014,78.379305,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-20 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,1,0,0,0
2026-06-25 00:33:14.664903,Zone-C,49.77,11.25,5.74,5.02,68.88,Running,Low,W006,Neha Verma,17.44559,78.379013,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-19 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,0
2026-06-25 00:38:14.664903,Furnace Area,48.81,37.83,6.83,6.41,81.26,Running,Medium,W010,Anjali Das,17.441848,78.38007,Missing Helmet,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-14 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,0,1,0,0
2026-06-25 00:43:14.664903,Assembly Point,24.66,9.33,4.38,2.49,67.37,Running,Low,W005,Karan Singh,17.446937,78.376407,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-15 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,0,0,0,0
2026-06-25 00:48:14.664903,Zone-A,41.7,30.84,4.0,5.19,75.67,Running,Low,W008,Meera Joshi,17.44472,78.377815,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-25 00:53:14.664903,Furnace Area,57.25,25.81,5.84,5.73,92.1,Running,Medium,W006,Neha Verma,17.443397,78.382583,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,0,0,0
2026-06-25 00:58:14.664903,Chemical Storage,29.35,56.53,1.71,5.6,64.68,Running,Medium,W010,Anjali Das,17.442342,78.378059,No Mask,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-17 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,1,0,0
2026-06-25 01:03:14.664903,Chemical Storage,33.33,40.64,2.24,6.08,75.82,Running,Low,W004,Sneha Patel,17.442539,78.379665,Missing Gloves,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,1,0,0
2026-06-25 01:08:14.664903,Assembly Point,32.32,13.29,2.06,2.96,61.47,Running,Low,W001,Rahul Sharma,17.446036,78.377048,OK,Normal,Allowed,5.666666666666667,OK,No active permit,,,Invalid,0,0,1,0
2026-06-25 01:13:14.664903,Zone-B,31.07,37.19,1.76,5.24,69.67,Stopped,Low,W010,Anjali Das,17.445101,78.379614,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-20 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,1,0,0,0
2026-06-25 01:18:14.664903,Zone-B,36.95,34.74,0.88,7.79,87.22,Stopped,Low,W003,Amit Kumar,17.445706,78.378473,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-20 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,1,0,0,0
2026-06-25 01:23:14.664903,Furnace Area,48.43,21.48,7.02,6.26,82.51,Stopped,Medium,W004,Sneha Patel,17.44287,78.382085,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-19 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-25 01:28:14.664903,Zone-B,41.0,53.34,3.91,4.55,52.31,Warning,Low,W002,Priya Reddy,17.445408,78.378999,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,1,0,0,0
2026-06-25 01:33:14.664903,Zone-A,36.7,65.91,1.91,5.76,82.43,Running,Low,W008,Meera Joshi,17.444578,78.377863,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-25 01:38:14.664903,Furnace Area,52.02,23.08,5.41,6.09,88.75,Running,Medium,W009,Vikram Rao,17.443899,78.381751,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-19 08:43:14.657471,2026-07-15 08:43:14.657471,Suspended,0,0,1,0
2026-06-25 01:43:14.664903,Zone-A,46.39,71.48,3.6,1.36,86.66,Running,High,W003,Amit Kumar,17.443722,78.376639,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-25 01:48:14.664903,Zone-B,31.01,29.64,3.73,3.24,67.46,Stopped,Medium,W003,Amit Kumar,17.44544,78.379436,Missing Helmet,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-20 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,1,1,0,0
2026-06-25 01:53:14.664903,Chemical Storage,40.21,77.78,1.63,4.49,77.68,Running,High,W004,Sneha Patel,17.44314,78.377067,OK,High-Risk,Restricted,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,1
2026-06-25 01:58:14.664903,Zone-C,32.9,24.01,2.02,6.47,85.81,Running,Low,W004,Sneha Patel,17.446715,78.381045,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-16 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-25 02:03:14.664903,Zone-A,33.6,39.81,6.12,4.95,83.15,Running,Medium,W011,Rohit Gupta,17.444104,78.375906,OK,High-Risk,Allowed,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,0
2026-06-25 02:08:14.664903,Furnace Area,38.78,21.05,6.77,6.79,94.4,Running,High,W009,Vikram Rao,17.442509,78.382431,OK,High-Risk,Restricted,2.0,OK,Heat treatment support,2026-06-19 08:43:14.657471,2026-07-15 08:43:14.657471,Suspended,0,0,1,1
2026-06-25 02:13:14.664903,Zone-A,31.18,47.55,3.49,5.03,87.37,Running,Low,W002,Priya Reddy,17.443606,78.376255,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-25 02:18:14.664903,Chemical Storage,37.1,53.2,6.85,5.68,73.13,Running,Medium,W012,Fatima Khan,17.441361,78.377184,OK,High-Risk,Allowed,4.0,OK,No active permit,,,Invalid,0,0,1,0
2026-06-25 02:23:14.664903,Chemical Storage,31.87,59.38,4.51,6.12,77.6,Running,Medium,W002,Priya Reddy,17.441874,78.378688,Missing Helmet,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,1,0,0
2026-06-25 02:28:14.664903,Zone-A,33.41,89.37,3.27,7.58,62.49,Running,Critical,W011,Rohit Gupta,17.443963,78.377786,OK,High-Risk,Restricted,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,1
2026-06-25 02:33:14.664903,Zone-A,44.18,35.99,4.45,6.59,85.4,Running,Medium,W011,Rohit Gupta,17.443727,78.376928,OK,High-Risk,Restricted,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,1
2026-06-25 02:38:14.664903,Zone-A,30.38,49.54,6.45,5.98,71.95,Running,High,W011,Rohit Gupta,17.444895,78.376978,OK,High-Risk,Restricted,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,1
2026-06-25 02:43:14.664903,Chemical Storage,43.87,67.68,0.5,4.0,82.61,Running,Low,W008,Meera Joshi,17.442206,78.377783,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-18 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-25 02:48:14.664903,Chemical Storage,33.83,35.13,2.69,7.21,81.63,Running,Low,W005,Karan Singh,17.443633,78.379118,Missing Gloves,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,1,0,0
2026-06-25 02:53:14.664903,Zone-A,41.14,68.69,3.95,5.01,85.23,Running,Medium,W011,Rohit Gupta,17.445118,78.376864,OK,High-Risk,Allowed,3.6666666666666665,OK,No active permit,,,Invalid,0,0,1,0
2026-06-25 02:58:14.664903,Zone-C,30.39,41.67,5.0,6.3,72.03,Running,Low,W001,Rahul Sharma,17.447738,78.379951,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-19 08:43:14.657471,2026-07-14 08:43:14.657471,Valid,0,0,0,0
2026-06-25 03:03:14.664903,Zone-B,31.67,24.17,6.24,5.04,69.04,Stopped,Medium,W007,Arjun Nair,17.445805,78.379538,No Mask,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,1,1,0,0
2026-06-25 03:08:14.664903,Chemical Storage,36.06,68.09,1.81,4.51,61.93,Running,Low,W003,Amit Kumar,17.441173,78.379765,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-16 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,0
2026-06-25 03:13:14.664903,Zone-B,41.21,35.79,5.0,4.64,73.3,Stopped,Low,W001,Rahul Sharma,17.44524,78.378913,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,1,0,0,0
2026-06-25 03:18:14.664903,Chemical Storage,35.92,71.72,2.89,5.71,83.22,Running,Critical,W006,Neha Verma,17.442372,78.377821,OK,High-Risk,Restricted,4.0,OK,No active permit,,,Invalid,0,0,1,1
